Unit Id,Institution Name,Name of chief administrator,Title of chief administrator,General information telephone,Office of Postsecondary Education (OPE) ID,Address,Website address
245980,Ponca City Beauty College,Buffy Layman,President,"5,807,621,470",3109800,"3010 North 14th Street, Ponca City, OK 74601",www.poncacity-beautycollege.com/
245999,Francis Tuttle Technology Center,Michelle Keylon,Superintendent,"4,057,177,799",2222700,"12777 N Rockwell Ave, Oklahoma City, OK 73142-2789",www.francistuttle.edu
246017,Central Technology Center,Ron Dyer,Superintendent,"9,183,522,551",996400,"3 CT Circle, Drumright, OK 74030",www.centraltech.edu
246035,Carrington College-Portland,Donna Loraine,President,"5,037,616,100",3042500,"2004 Lloyd Center, 3rd Fl., Portland, OR 97232-1309",https://carrington.edu/
246071,Career Technology Center of Lackawanna County,Thomas Baileys,Administrative Director,"5,703,468,728",3098600,"3201 Rockwell Ave, Scranton, PA 18508",https://www.ctclc.edu/Page/516
246345,Houston Graduate School of Theology,James H. Furr,President,"7,139,429,505",2320200,"4300C West Bellfort, Houston, TX 77035-3602",www.hgst.edu
246354,Palo Alto College,Dr. Robert Garza,President,2104863000,2341300,"1400 W Villaret Blvd, San Antonio, TX 78224-2499",alamo.edu/pac/
246406,Sebring Career Schools-Huntsville,Donna Ramsey,C.E.O.,"9,362,916,299",2530704,"2505 Lake Road  ,  Suite 1, Huntsville, TX 77340",www.sebringcareerschools.com
246415,UCAS University of Cosmetology Arts & Sciences-San Antonio 410,Lucinda S. Leyva,owner/ceo,2106549734,2326000,"4522 Fredericksburg Rd, A-85, San Antonio, TX 78201",www.ucastx.com
246460,Central Texas Beauty College-Round Rock,Robert Painter,Owner,"5,122,442,235",2239100,"1400 N. Mays, Round Rock, TX 78664-4604",www.centraltexasbeautycollege.com
246789,Unification Theological Seminary,Tom J. Ward,President,2125636647,3216300,"4 West 43rd Street, New York, NY 10036",https://WWW.UTS.EDU
246813,Athens Technical College,"Andrea Daniel, D.B.A.",President,"7,063,555,000",560000,"800 U.S. Hwy 29 North, Athens, GA 30601",www.athenstech.edu/
246895,GateWay Community College-Central City,CJ Wurster,Director,"6,022,384,300",830302,"1245 E Buckeye, Phoenix, AZ 85034-4101",www.gatewaycc.edu/about-gateway/central-city-campus
247010,Headmasters School of Hair Design,Dusty Peterson,Secretary,2087431512,2349200,"602 Main St, Lewiston, ID 83501",https://headmasters.edu
247047,The Salon Professional Academy-Nampa,Margarita Castellanos,President,2084657660,2559500,"120 Holly Street, Nampa, ID 83686-5104",www.tspanampa.com
247065,Beckfield College-Florence,Lee Foley,"Vice President, Education and Accreditation","859,371,939,385,937",2491100,"16 Spiral Drive, Florence, KY 41042",www.beckfield.edu
247153,Dorsey School of Business-Wayne,Tracey Bass,Managing Director,"7,345,951,540",469201,"35005 Michigan Avenue, Wayne, MI 48184",www.dorsey.edu
247162,Ecumenical Theological Seminary,Dr. Kenneth E. Harris,President and Academic Dean,"3,138,315,200",4002400,"2930 Woodward Ave, Detroit, MI 48201-3035",www.etseminary.edu
247409,Ross Medical Education Center-Saginaw,George Grayeb,Chief Executive Officer,"9,897,915,192",2099701,"4300 Fashion Square Blvd., 2nd Floor, Suite 202, Saginaw, MI 48603",www.rosseducation.edu
247603,Sussex County Community College,Dr. Jon Connolly,President,"9,733,002,100",2568800,"One College Hill Road, Newton, NJ 07860",www.sussex.edu
247649,Landmark College,Peter Eden,President,"8,023,876,700",2532600,"19 River Rd South, Putney, VT 05346",www.landmark.edu
247773,Yeshiva Gedolah of Greater Detroit,Peretz Rushnawitz,Administrator,"2,489,683,360",2363800,"24600 Greenfield Rd, Oak Park, MI 48237",https://www.yeshivagedolahgreaterdetroit.com
247825,Austin Graduate School of Theology,Stanley G. Reid,President,"5,124,762,772",2362800,"7640 Guadalupe St, Austin, TX 78752",www.austingrad.edu
247834,Collin County Community College District,H. Neil Matkin,District President,"9,728,815,790",2361400,"3452 Spur 399, McKinney, TX 75069",www.collin.edu
247940,Owensboro Community and Technical College,Dr. Scott Williams,President,"2,706,864,400",3034500,"4800 New Hartford Rd, Owensboro, KY 42303",https://owensboro.kctcs.edu
248192,Jenny Lea Academy of Cosmetology,Virginia Lewis,President,"6,066,338,784",2526100,"74  Parkway Plaza Loop, Whitesburg, KY 41858",www.jennyleaacademy.com
248305,Empire Beauty School-Hurstborne,Franklin K. Schoeneman,Chairman/CEO,"8,009,204,593",757303,"5314 Bardstown Rd, Louisville, KY 40291",www.empire.edu
248527,Cloyd's Beauty School 3 Inc,J Rhett Mathieu,Chief Executive Officer,"3,183,769,133",2352500,"2514 Ferrand St, Monroe, LA 71201",cloydsbeautyschool.com
248606,Moore Norman Technology Center,Brian Ruttman,"Superintendent, CEO","40,536,457,637,260",1227200,"4701 12th Avenue NW, Norman, OK 73069-8399",www.mntc.edu/
248624,Fayette County Career & Technical Institute Practical Nursing Program,Cynthia Shaw,Director of Vocational Education,"7,244,372,721,124",533000,"175 Georges Fairchance Rd, Uniontown, PA 15401",www.fayettecti.org
248633,Franklin County Career and Technology Center,Janyce L. Collier,Administrator,"7,172,635,667",791600,"2463 Loop Road, Chambersburg, PA 17202",www.franklincountylpn.org
248660,Paul Mitchell the School-Knoxville,Dale A Jones,President,"8,659,660,400",2275500,"8380 Kingston Pike, Knoxville, TN 37919",knoxville.paulmitchell.edu
248703,Ogle School Hair Skin Nails-Hurst,John Blair,President/CEO,"8,172,849,231",2230600,"720-B Arcadia Street, Hurst, TX 76053-4650",www.ogleschool.edu
248925,Tennessee College of Applied Technology Nashville,Mark Lenz,President,"61,542,555,005,540",535900,"100 White Bridge Rd, Nashville, TN 37209-4515",www.tcatnashville.edu
248934,ECPI University,Mark Dreyfus,President,"7,574,909,090",1019800,"5555 Greenwich Rd, Virginia Beach, VA 23462",www.ecpi.edu
249140,Branford Hall Career Institute-Jersey City,Garry Williams,Executive Campus Director,2036722300,1085101,"40 Journal Square, 1st Floor, Jersey City, NJ 07306",www.schooliya.com/peg/JerseyCity/index.html
249238,Paul Mitchell the School-Houston,John Kanski,Owner,"7,134,656,300",2357700,"10516 Katy Fwy, Suite A, Houston, TX 77043",paulmitchell.edu/houston
249566,TDDS Technical Institute,Gary Lopuchovsky,"President, School Director","3,305,382,216",2528300,"1688 North Pricetown Road, Sr 534 PO BOX 506, Lake Milton, OH 44429",www.tdds.edu
249609,Fortis Institute-Forty Fort,Ruth L. Brumagin,Director of Financial Aid,"5,702,888,400",3011500,"166 Slocum Street, Forty Fort, PA 18704-2936",www.fortisinstitute.edu
250027,Laurel Business Institute,Nancy Decker,President & CEO,"7,244,394,900",2546200,"11 East Penn St, Uniontown, PA 15401",laurel.edu
250285,Aviation Institute of Maintenance-Philadelphia,Stephanie Makhoul,Campus Executive Director,"2,156,767,700",3110700,"3001 Grant Avenue, Philadelphia, PA 19114-1018",https://www.aviationmaintenance.edu/index.html
250744,Dorsey School of Business-Roseville,Todd Breadon,Senior Managing Director,"5,862,963,225",469204,"31522 Gratiot Ave., Roseville, MI 48066",www.dorsey.edu
250902,Moler-Pickens Beauty Academy,Patty Marquet,Chief Executive Officer,"5,138,745,116",2328500,"5951-S Boymel Dr., Fairfield, OH 45014",molerhollywood.com
250993,Red River Technology Center,Dennis Loafman,Superintendent,"5,802,552,903",531200,"3300 W Bois D Arc, Duncan, OK 73533",www.rrtc.edu/
251260,Southern Union State Community College,Todd Shackett,President,"2,563,952,211",104000,"750 Roberts St, Wadley, AL 36276",www.suscc.edu
251312,South University-Columbia,Karl A. Sterner,Campus President,"8,037,999,082",1303907,"9 Science Court, Columbia, SC 29203","www.southuniversity.edu/columbia#location=Columbia,%20SC"
260336,Clinton Technical School,Jake Fowler,Director,"6,608,856,101",2497500,"602 S. Fifth St., Clinton, MO 64735",clintoncardinals.org
260363,Greene County Career and Technology Center,Mark Krupa,Director,"7,246,273,106,208",1096300,"60 Zimmerman Drive, Waynesburg, PA 15370-8281",www.greenectc.org
260372,Lac Courte Oreilles Ojibwe College,Dr. Russell Swagger,President,"7,156,344,790,100",2532200,"13466 W Trepania Rd, Hayward, WI 54843",www.lco.edu
260664,Diesel Driving Academy-Shreveport,Bruce A Busada,President,"3,186,366,300",2260200,"3523 Greenwood Road, Shreveport, LA 71109",www.dda.edu
260691,Pima Medical Institute-Mesa,Joel Kostman,Campus Director,"4,806,440,267",2217101,"957 S. Dobson Road, Mesa, AZ 85202",pmi.edu
260789,Platt College-Los Angeles,Edward Beauchamp,Chief Operating Officer,"6,263,005,444",3062700,"1000 South Fremont Avenue, A10, Alhambra, CA 91803",www.plattcollege.edu
260813,Platt College-Aurora,Jerald B Sirbu,President,"3,033,695,151",3014900,"3100 S Parker Rd, Aurora, CO 80014-3141",www.plattcolorado.edu
260929,Paul Mitchell the School-Boise,"Louis Starita, IV",Manager,2082874032,2607100,"1270 S Vinnell Way, Boise, ID 83709",paulmitchell.edu/boise/
260965,Educators of Beauty College of Cosmetology-Rockford,Angela Clevenger,owner,"8,156,399,200",825901,"2601 N. Mulford, Rockford, IL 61114",www.educatorsofbeauty.com
260992,Northwestern College,Lawrence Schumacher,President,"7,082,375,050",1236200,"7725 South Harlem Avenue, Bridgeview, IL 60455",www.NC.edu
261436,Douglas J Aveda Institute,Scott A. Weaver,President,"5,173,499,343",2588200,"331 East Grand River Ave, East Lansing, MI 48823",www.douglasj.edu/
261676,Ross Medical Education Center-Brighton,George Grayeb,Chief Executive Officer,"8,102,270,160",2339700,"8110 Murphy Drive, Brighton, MI 48116",www.rosseducation.edu
261685,Ross Medical Education Center-Ann Arbor,George Grayeb,Chief Executive Officer,"7,344,347,320",2339701,"4741 Washtenaw Ave, Ann Arbor, MI 48108-1411",www.rosseducation.edu
261719,Taylortown School of Beauty Inc,Amanda Glover,Managing Director,"3,132,912,177",2209200,"23125 Ecorse Rd, Taylor, MI 48180-1866",www.dorsey.edu/dsb-taylor-info/
261773,Pike-Lincoln Technical Center,Mark Harvey,Superintendent,"5,734,852,900,421",1173500,"342 Vo-Tech Rd, Eolia, MO 63344-0038",pltc.edu
261861,West Virginia Junior College-United Career Institute,Chad T. Callen,Campus President,"7,244,374,600",500701,"Mount Braddock Road, Mount Braddock, PA 15465",www.piht.edu
262022,Bethel Seminary-San Diego,Jay Barnes,President,"6,193,255,200",905804,"6116 Arosa St, San Diego, CA 92115",https://www.bethel.edu
262031,St Charles Community College,Dr. Barbara Kavalier,President,"6,369,228,000",2530600,"4601 Mid Rivers Mall Dr, Cottleville, MO 63376-0975",www.stchas.edu
262086,Brandman University,Gary Brahm,Chancellor and CEO,"9,493,419,800",4161800,"16355 Laguna Canyon Road, Irvine, CA 92618",www.brandman.edu/
262129,New College of Florida,Dr. Donal O'Shea,President,"9,414,875,000",3957400,"5800 Bay Shore Road, Sarasota, FL 34243-2109",www.ncf.edu
262341,Conservatory of Recording Arts and Sciences,Kirt R Hamm,Administrator,"4,808,589,400",3034400,"2300 E Broadway Rd, Tempe, AZ 85282-1707",www.cras.edu
262369,Adrian's College of Beauty Turlock,Sherri A. Cytanovich,Director,2096322233,2520400,"1340 W Main St, Turlock, CA 95380",www.adrians.edu
262402,California Career School,Chuck Emanuele,President,"7,146,356,585,212",2520200,"1100 Technology Cir, Anaheim, CA 92805",www.californiacareerschool.edu
262466,Rolf Institute of Structural Integration,Christina Howe,Executive Director/ Chief Academic Officer,"3,034,495,903",4172500,"5055 Chaparral Court, Suite 103, Boulder, CO 80301-0000",www.rolf.org
362700,Sunstate Academy,Aimee Hammond,Vice President of Administration,"2,392,781,311",2326900,"2040 Colonial Blvd, Fort Myers, FL 33907",www.sunstate.edu
362782,Elizabeth Grady School of Esthetics and Massage Therapy,Marc Pistone,Assistant School Director,"7,813,919,380",2523900,"222 Boston Avenue, Medford, MA 02155",elizabethgrady.edu
363013,Ross Medical Education Center-Port Huron,George Grayeb,Chief Executive Officer,"8,109,820,454",2099702,"2887 Krafft Road, Suite 700, Port Huron, MI 48060",www.rosseducation.edu
363077,Capri Institute of Hair Design-Clifton,Donna Haberstroh,Controller,2015774718,907800,"1595 Main Ave, Clifton, NJ 07011",www.capriinstitute.com
363147,Raphael's School of Beauty Culture Inc-Alliance,"Ralph P. Delserone, III",President,"3,308,233,884",2563000,"2445 W. State St., Alliance, OH 44601",raphaelsbeautyschool.edu
363165,Metro Technology Centers,Mr Bob Parrish,Superintendent,"4,054,248,324",533900,"1900 Springlake Drive, Oklahoma City, OK 73111-5240",https://www.metrotech.edu
363439,Hussian College-Daymar College Bowling Green,Logan Hudspeth,Director of Education,"7,173,801,385",746905,"2421 Fitzgerald Industrial Dr., Bowling Green, KY 42101",www.daymarcollege.edu
363633,Luna Community College,Mr. Rolando Rael,President,"5,054,542,500",996200,"336 Luna Drive, Las Vegas, NM 87701",www.luna.edu
363679,Grabber School of Hair Design,Dennis Matteuzzi,Owner,"3,149,668,888",2568500,"9833 Watson Road, St. Louis, MO 63126",grabberschool.edu
363712,Yeshivah Gedolah Rabbinical College,Rabbi Abraham Korf,President,"30,565,387,702,001",3256300,"1140 Alton Rd, Miami Beach, FL 33139",www.lecfl.com
363721,University of the District of Columbia-David A Clarke School of Law,Renee Hutchins,Dean,2022747400,144102,"4340 Connecticut Ave NW, Washington, DC 20008",www.law.udc.edu
363882,Raphael's School of Beauty Culture Inc-Brunswick,"Ralph P. Delserone, III",President,"3,307,823,395",2287903,"3307 Center Rd., Brunswick, OH 44212",www.raphaelsbeautyschool.edu
363907,Caribbean University-Ponce,Ana E. Cucurella,President,"7,878,402,955",1252502,"AVE. EDNITA NAZARIO #1015, Ponce, PR 00716-7733",www.caribbean.edu
363916,Caribbean University-Vega Baja,Ana E. Cucurella,President,"7,878,583,668",1252501,"Carr 671 K.M. 5, Sector El Criollo, Bo. Algarrobo, Vega Baja, PR 00964",www.caribbean.edu
363934,University of Advancing Technology,Jason Pistillo,President,"6,023,838,228",2559000,"2625 W Baseline Rd, Tempe, AZ 85283",www.uat.edu
364016,Paradise Valley Community College,Dr. Paul Dale,President,"6,027,876,500",2623600,"18401 N 32nd St, Phoenix, AZ 85032",https://www.paradisevalley.edu/
364025,Chandler-Gilbert Community College,"Greg Peterson, Ed.D.",President,"4,807,327,000",3072200,"2626 E Pecos Rd, Chandler, AZ 85225-2499",www.cgc.maricopa.edu
364548,Great Plains Technology Center,Mr. Clarence Fortney,Superintendent/CEO,"5,803,556,371",1071700,"4500 W Lee Blvd, Lawton, OK 73505-8399",www.greatplains.edu
364575,Roane-Jackson Technical Center,Ben Cummings,Director,"3,043,727,335",2057400,"9450 Spencer Rd, Leroy, WV 25252-9700",www.rjtcwv.com
364627,Pioneer Technology Center,Ms. Traci Thorpe,Supt./CEO,"5,807,628,336",1120600,"2101 N Ash, Ponca City, OK 74601",pioneertech.edu
364636,Portage Lakes Career Center,Lisa Tripney,Assistant Superintendent,"3,308,968,200",888600,"4401 Shriver Rd, Uniontown, OH 44685",www.plcc.edu
364751,Eastern College of Health Vocations-New Orleans,Joseph Dalto III,Owner,"5,047,360,654",2272401,"201 Evans Rd. Bldg 400, New Orleans, LA 70123",www.easterncollege.edu.
364760,Bell Mar Beauty College,"Vincent Guarna, Jr",President,"7,088,636,644",2536700,"5717  W. Cermak Road, Cicero, IL 60804",www.bellmar.edu
364946,Caddo Kiowa Technology Center,Tony Hancock,Superintendent,"4,056,435,511",996300,"1415 N. 7th Street, Fort Cobb, OK 73038-0190",www.mycktc.com
364964,Oswego County BOCES,Christopher J. Todd,District Superintendent,"3,155,939,473",1278300,"179 County  Route 64, Mexico, NY 13114",www.citiboces.org/adulteducation
365091,International School of Skin Nailcare & Massage Therapy,"William G. Jones, Jr.",CEO,"4,048,431,005,103",2520000,"5600 Roswell Rd NE Ste 10, Atlanta, GA 30342",issnschoolspa.com/
365125,Palomar Institute of Cosmetology,Raymond R. Stainback,President,"7,607,447,900,113",2537200,"355 Via Vera Cruz #3, San Marcos, CA 92078",https://pic.edu/
365198,Southern Oklahoma Technology Center,Dr. David Powell,Superintendent,"5,802,232,070",1034200,"2610 Sam Noble Parkway, Ardmore, OK 73401",www.sotech.edu
365204,Vista College,Jim Tolbert,Chief Executive Officer,"9,157,798,031",2572000,"6101 Montana Ave, El Paso, TX 79925-2021",vistacollege.edu
365213,Autry Technology Center,Brady McCullough,Superintendent/CEO,"5,802,422,750",834300,"1201 W Willow, Enid, OK 73703-2506",autrytech.edu
365240,Greene County Vocational School District,David Deskins,Superintendent,"9,374,266,636",2497800,"2960 West Enon Road, Xenia, OH 45385-9545",www.greeneccc.com
365374,Canadian Valley Technology Center,Dr. Gayla Lutts,Superintendent,"4,052,622,629",996500,"6505 E Hwy 66, El Reno, OK 73036-9117",www.cvtech.edu
365383,Wilkes-Barre Area Career and Technical Center Practical Nursing,Gail Holby,Director School of Practical Nursing and Health Ca,"57,082,265,398",2529800,"350 Jumper Rd, Wilkes Barre, PA 18705-0699",https://www.wbpracnsg.com
365480,Meridian Technology Center,Doug Major,Superintendent,"4,053,773,333",2060800,"1312 S Sangre Rd, Stillwater, OK 74074-1899",https://www.meridiantech.edu
365505,Waynesville Career Center,Dr. Brian Henry,Superintendent,"5,738,422,500",528900,"400 G. W. Lane, Waynesville, MO 65583",www.waynesville.k12.mo.us/Domain/9
365693,Capitol School of Hairstyling and Esthetics,David Potter,CEO,"4,023,333,329",961700,"10803 John Galt Blvd., Omaha, NE 68137-2325",www.hairschoolomaha.com
365763,Morris County Vocational School District,Scott Moffitt,Superintendent,"9,736,274,600",1152300,"400 E Main St, Denville, NJ 07834",www.mcvts.org/
365824,Ross Medical Education Center-Roosevelt Park,George Grayeb,Chief Executive Officer,"2,317,391,531",2099703,"950 Norton Avenue, Suite D, Roosevelt Park, MI 49441",www.rosseducation.edu
365833,Ross Medical Education Center-Kentwood,George Grayeb,Chief Executive Officer,"6,166,983,075",2533601,"4528 Breton Road, SE, Kentwood, MI 49508",www.rosseducation.edu
366003,South Florida Bible College and Theological Seminary,Mary Drabik,President,"9,546,372,268",3264300,"2200 SW 10th Street, Deerfield Beach, FL 33442",www.sfbc.edu
366155,Cloyd's Barber School 2 Inc,J Rhett Mathieu,Chief Executive Officer,"3,183,769,133",2338000,"1311 Winnsboro Rd, Monroe, LA 71201",cloydsbarberschool.com
